,filename,xGeo,yGeo,conf,class_id
0,Window_213_7.jpg,757464.8140752977,6267297.636153071,0.29646244645118713,0
1,Window_215_9.jpg,757472.8374660676,6267295.39140905,0.33816519379615784,0
2,Window_206_16.jpg,757450.1306740111,6267277.996913127,0.30452337861061096,0
3,Window_234_16.jpg,757518.8059792584,6267273.416604965,0.3331102132797241,0
4,Window_231_18.jpg,757512.1618986791,6267269.911827414,0.731766939163208,0
5,Window_232_18.jpg,757512.1421671575,6267269.909581809,0.7044464945793152,0
6,Window_233_18.jpg,757513.632351636,6267273.068798703,0.26414716243743896,0
7,Window_231_19.jpg,757512.1614131993,6267269.928376644,0.7210416793823242,0
8,Window_232_19.jpg,757512.1342601543,6267269.922140806,0.731227695941925,0
9,Window_242_19.jpg,757540.1242110794,6267265.813636451,0.4802584946155548,0
10,Window_243_19.jpg,757540.1077463394,6267265.804468661,0.5239076614379883,0
11,Window_202_20.jpg,757440.2585700816,6267264.060226052,0.5801180005073547,0
12,Window_203_20.jpg,757440.2382258242,6267264.042654603,0.594971776008606,0
13,Window_231_20.jpg,757512.6840893095,6267267.695796757,0.30467861890792847,0
14,Window_232_20.jpg,757512.6624224251,6267267.687976963,0.43530574440956116,0
15,Window_238_20.jpg,757530.6065825289,6267267.109868347,0.42373138666152954,0
16,Window_241_20.jpg,757537.8774506515,6267264.672892659,0.6826275587081909,0
17,Window_242_20.jpg,757537.8820056384,6267264.675375192,0.41938671469688416,0
18,Window_202_21.jpg,757440.2452547019,6267264.032673358,0.6496127247810364,0
19,Window_203_21.jpg,757440.2255912786,6267264.029241919,0.6868272423744202,0
20,Window_215_21.jpg,757473.1063703364,6267261.074022918,0.42769595980644226,0
21,Window_220_21.jpg,757484.1827753847,6267260.840431719,0.3834889829158783,0
22,Window_221_21.jpg,757484.1620782679,6267260.843931704,0.45517611503601074,0
23,Window_195_24.jpg,757421.9369346565,6267253.378249674,0.5555626153945923,0
24,Window_196_24.jpg,757421.9241116112,6267253.378624885,0.5989545583724976,0
25,Window_194_25.jpg,757418.222218371,6267251.8730649045,0.39840543270111084,0
26,Window_195_25.jpg,757421.9146940773,6267253.172698586,0.4281206429004669,0
27,Window_196_26.jpg,757421.8022808349,6267253.02660613,0.2861292064189911,0
28,Window_221_26.jpg,757486.1934844321,6267248.329534798,0.44717276096343994,0
29,Window_222_26.jpg,757486.2389439633,6267248.3275654605,0.25535815954208374,0
30,Window_250_26.jpg,757560.397951073,6267249.704678326,0.6340089440345764,0
31,Window_251_26.jpg,757561.8335259622,6267249.07298532,0.7387173175811768,0
32,Window_252_26.jpg,757561.8283884143,6267249.069634049,0.7370283603668213,0
33,Window_240_27.jpg,757533.3614347046,6267249.515519335,0.3178880512714386,0
34,Window_250_27.jpg,757560.394396848,6267249.680986895,0.6429927349090576,0
35,Window_251_27.jpg,757561.818561322,6267249.027918397,0.7187255620956421,0
36,Window_252_27.jpg,757561.8225436574,6267249.014392315,0.7419923543930054,0
37,Window_247_30.jpg,757551.5603823131,6267242.536884814,0.49616357684135437,0
38,Window_212_32.jpg,757465.1803371971,6267233.908119171,0.3509795069694519,0
39,Window_245_32.jpg,757547.9874855941,6267233.454799919,0.5135822296142578,0
40,Window_246_32.jpg,757548.1472080117,6267233.434120684,0.7547107934951782,0
41,Window_247_32.jpg,757548.4177934295,6267233.399327963,0.3650935888290405,0
42,Window_212_33.jpg,757465.190319485,6267233.92155227,0.3760610818862915,0
43,Window_245_33.jpg,757547.9838044113,6267233.281544714,0.5531691908836365,0
44,Window_246_33.jpg,757548.1120415693,6267233.289990841,0.7567707300186157,0
45,Window_247_33.jpg,757548.4043225376,6267233.266371756,0.31615787744522095,0
46,Window_266_35.jpg,757596.2089458397,6267230.005377277,0.2901066839694977,0
47,Window_249_36.jpg,757553.5322914934,6267227.027697905,0.31032657623291016,0
48,Window_185_41.jpg,757395.5468361741,6267214.9988672575,0.2839975655078888,0
49,Window_232_41.jpg,757515.2702472275,6267210.946615606,0.3743378221988678,0
50,Window_233_41.jpg,757515.3003101712,6267210.950454741,0.5978861451148987,0
51,Window_232_42.jpg,757515.2838490075,6267210.880926519,0.6873548030853271,0
52,Window_233_42.jpg,757515.3134048646,6267210.872551619,0.7692596912384033,0
53,Window_252_42.jpg,757562.4711305564,6267212.943977534,0.30211395025253296,0
54,Window_257_42.jpg,757577.7403057283,6267208.326802819,0.3769280016422272,0
55,Window_273_42.jpg,757614.8339342242,6267208.277268081,0.3028445243835449,0
56,Window_251_43.jpg,757562.924206025,6267205.921693712,0.3100387454032898,0
57,Window_254_43.jpg,757567.6380862957,6267207.824888497,0.28705930709838867,0
58,Window_259_43.jpg,757579.1945605641,6267209.411124556,0.26362383365631104,0
