                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                 1.3883,                0.96175,                 1.0622,                0.56275,                0.29412,                0.29844,                0.16697,                 1.2708,                 1.6465,                 0.9131,              0.0007922,              0.0007922,              0.0007922
                     64,                 1.3763,                0.93335,                  1.056,                0.64192,                0.35294,                0.37565,                0.21933,                 1.0696,                 1.2993,                0.78998,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.5066,                 1.0334,                 1.0744,                0.71701,                0.47059,                0.48642,                0.32586,                0.91853,                0.83015,                0.69163,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.3781,                0.90812,                 1.0554,                0.79323,                0.52941,                0.64277,                0.39539,                0.82193,                0.75179,                0.64155,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.2548,                0.86066,                  1.054,                0.66565,                0.64706,                0.64564,                0.39276,                0.79771,                0.61049,                 0.6448,               0.000713,               0.000713,               0.000713
                     68,                 1.2897,                0.82212,                 1.0662,                0.76213,                0.58824,                0.67397,                0.40942,                0.81306,                0.57667,                0.63427,              0.0006932,              0.0006932,              0.0006932
                     69,                  1.405,                0.91698,                  1.091,                0.74096,                0.70588,                0.69394,                0.42683,                0.80152,                0.55692,                0.62601,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.2859,                0.82769,                 1.0169,                0.78476,                0.64364,                0.69878,                0.43218,                0.76967,                0.53714,                0.62048,              0.0006536,              0.0006536,              0.0006536
                     71,                 1.2788,                0.82287,                 1.0317,                0.90805,                0.58149,                0.70881,                0.45008,                0.79094,                0.53466,                 0.6299,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.3036,                0.86885,                 1.0445,                0.72283,                0.64706,                 0.6671,                0.43436,                0.82073,                0.64333,                0.64574,               0.000614,               0.000614,               0.000614
                     73,                 1.2371,                0.78032,                 1.0197,                0.77696,                0.64706,                 0.7047,                0.39615,                0.86887,                0.66236,                0.65919,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.2821,                0.81237,                 1.0247,                0.89264,                0.58824,                0.70447,                0.39194,                0.81855,                0.70231,                0.63709,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.2194,                0.77566,                 1.0346,                0.91544,                0.63752,                0.69098,                0.37735,                0.91179,                0.65734,                0.68421,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.3169,                0.78883,                 1.0438,                0.87849,                0.58824,                0.65822,                 0.3864,                0.87905,                0.66815,                0.67582,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.3063,                0.89961,                 1.0758,                0.88777,                0.58824,                 0.6474,                 0.3874,                 0.8754,                0.68011,                0.66071,               0.000515,               0.000515,               0.000515
                     78,                 1.2426,                0.75058,                 1.0376,                0.83054,                0.58824,                0.63943,                0.39286,                0.87589,                0.63481,                0.65832,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.2208,                 0.7829,                 1.0352,                0.83279,                0.52941,                0.62829,                0.39581,                0.87374,                0.63324,                0.66238,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.3079,                0.82652,                 1.0476,                0.74806,                0.58824,                0.59766,                0.40675,                0.82062,                0.64365,                0.64246,              0.0004556,              0.0004556,              0.0004556
                     81,                 1.2346,                0.76387,                 1.0166,                 0.7547,                0.58824,                0.58903,                0.39778,                0.80186,                0.62283,                0.63764,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.1847,                0.84765,                 1.0045,                0.81743,                0.58824,                0.64789,                  0.391,                0.81702,                 0.6182,                0.64987,               0.000416,               0.000416,               0.000416
                     83,                 1.1936,                0.73176,                 0.9981,                0.89056,                0.58824,                0.67656,                0.39626,                0.86382,                0.68468,                0.66011,              0.0003962,              0.0003962,              0.0003962
                     84,                  1.279,                0.78475,                 1.0331,                0.90141,                0.58824,                0.68015,                0.44124,                0.83379,                0.66387,                0.63514,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.2654,                0.80943,                 1.0218,                0.90186,                0.58824,                0.68293,                0.44765,                0.81607,                0.63333,                0.63161,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.2514,                0.79271,                0.97429,                 0.8968,                0.58824,                0.68578,                  0.441,                0.81501,                0.63363,                0.63372,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.1821,                0.75352,                 1.0002,                0.88828,                0.58824,                0.68741,                0.42495,                0.82177,                0.63809,                0.64599,               0.000317,               0.000317,               0.000317
                     88,                  1.144,                0.66472,                 1.0032,                0.71943,                0.70588,                0.69317,                0.44679,                0.79558,                0.61455,                0.63888,              0.0002972,              0.0002972,              0.0002972
                     89,                 1.2673,                0.77662,                 1.0247,                0.89414,                0.58824,                0.68864,                0.45545,                0.78301,                0.63533,                 0.6351,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.1352,                 0.7583,                0.97557,                0.90819,                 0.5824,                0.69195,                0.46473,                0.80466,                0.61453,                0.64188,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.1402,                0.76514,                 1.0338,                0.72269,                0.61419,                0.69157,                0.45327,                0.81479,                 0.6397,                0.63979,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.1827,                0.70012,                 1.0476,                0.69922,                0.64706,                0.72051,                0.42583,                0.84485,                0.60281,                0.65298,               0.000218,               0.000218,               0.000218
                     93,                 1.0669,                 0.6862,                0.98547,                0.78429,                0.64197,                0.69958,                 0.4264,                0.86267,                0.60402,                0.66397,              0.0001982,              0.0001982,              0.0001982
                     94,                 1.0252,                0.69357,                0.99699,                0.68815,                0.64913,                0.66142,                0.42575,                 0.8507,                0.57693,                0.65956,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.1197,                0.66513,                 1.0239,                0.78379,                 0.6402,                0.65887,                0.43082,                0.81961,                 0.5658,                0.64919,              0.0001586,              0.0001586,              0.0001586
                     96,                 1.0696,                0.65888,                 1.0326,                0.69225,                0.64706,                0.66986,                0.44304,                0.80676,                0.56704,                 0.6461,              0.0001388,              0.0001388,              0.0001388
                     97,                 1.1501,                0.65302,                 1.0532,                0.74166,                0.67644,                0.67972,                 0.4352,                0.80761,                0.59094,                0.63831,               0.000119,               0.000119,               0.000119
                     98,                 1.0619,                 0.6356,                 1.0247,                0.72221,                0.64706,                0.67733,                0.43346,                0.80296,                0.59723,                0.63457,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.0916,                0.69213,                 1.0021,                0.79923,                0.58824,                0.66621,                0.42924,                0.78637,                0.60224,                 0.6272,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.0627,                0.64636,                0.98765,                0.81114,                0.58824,                0.66556,                0.42867,                0.78496,                0.60164,                 0.6263,               5.96e-05,               5.96e-05,               5.96e-05
